ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,temperature,humidity,precipitation,weather_description,,Traffic_Level,Distance (km),TARGET
BC90,INDORES14DEL03,30,4.8,22.761593,75.886362,22.851593,75.976362,Drinks ,motorcycle ,22.25,45,0,clear sky,,High,16.81,45.15
CE2A,BHPRES20DEL01,23,4.9,23.235123,77.398886,23.345123,77.508886,Drinks ,motorcycle ,21.52,44,0,clear sky,,Very High,20.98,55.13333333
B6E4,MUMRES08DEL01,34,4.5,19.065838,72.832658,19.175838,72.942658,Meal ,motorcycle ,27.86,57,0,smoke,,Very High,27.92,61.6
B8BC,RANCHIRES18DEL01,30,4.5,23.351489,85.324253,23.421489,85.394253,Snack ,motorcycle ,20.27,83,0,mist,,High,12.95,45.76666667
5990,HYDRES20DEL02,31,4.5,17.483216,78.552111,17.613216,78.682111,Meal ,motorcycle ,23.07,64,0,overcast clouds,,High,29.02,47.88333333
8318,MUMRES02DEL03,24,4.4,19.221315,72.862381,19.251315,72.892381,Buffet ,motorcycle ,26.46,57,0,smoke,,Moderate,9.1,36.93333333
DEA9,GOARES07DEL02,30,5,15.561295,73.749478,15.581295,73.769478,Meal ,electric_scooter ,26.66,64,0,scattered clouds,,Low,6.32,21.15
A95B,VADRES02DEL03,37,4.5,0,0,0.06,0.06,Meal ,motorcycle ,26.35,82,0.29,light rain,,N/A,N/A,#N/A
2427,HYDRES04DEL02,34,4.7,17.411028,78.329645,17.431028,78.349645,Meal ,electric_scooter ,22.59,60,0,haze,,Low,4.87,17.35
989F,SURRES20DEL02,26,4.7,21.15276,72.778059,21.17276,72.798059,Snack ,motorcycle ,24.96,73,0,mist,,Low,3.84,18.58333333
96B4,RANCHIRES03DEL01,37,4.3,0,0,0.07,0.07,Drinks ,motorcycle ,26.36,82,0.28,light rain,,N/A,N/A,#N/A
50AB,JAPRES14DEL01,36,4.6,26.88842,75.800689,26.89842,75.810689,Snack ,motorcycle ,23.64,46,0,haze,,Very Low,1.78,10.56666667
6755,PUNERES19DEL01,30,4.4,18.563934,73.915367,18.573935,73.925367,Meal ,motorcycle ,22.49,50,0,clear sky,,Very Low,2.04,9.45
2B1E,PUNERES09DEL01,27,4.8,18.536562,73.896485,18.606562,73.966485,Meal ,motorcycle ,22.61,49,0,clear sky,,High,16.53,40.2
DD33,KNPRES03DEL03,26,4.6,26.469003,80.316344,26.609003,80.456344,Snack ,scooter ,25.26,43,0,clear sky,,Very High,29.63,60.01666667
D0C3,ALHRES010DEL02,29,4.6,0,0,0.08,0.08,Meal ,motorcycle ,26.37,82,0.27,light rain,,N/A,N/A,#N/A
773D,RANCHIRES05DEL01,21,5,23.355164,85.324097,23.425164,85.394097,Snack ,scooter ,20.26,83,0,mist,,Very High,23.34,53.1
2535,HYDRES20DEL01,28,4.7,17.483216,78.552111,17.493216,78.562111,Meal ,scooter ,22.94,60,0,haze,,Low,2.64,12.13333333
61DF,PUNERES17DEL01,22,4.9,18.530963,73.828972,18.570963,73.868972,Meal ,motorcycle ,22.47,51,0,clear sky,,Moderate,10.74,27.33333333
608D,JAPRES04DEL03,23,4.5,26.902328,75.794257,26.992328,75.884257,Drinks ,scooter ,23.96,30,0,clear sky,,High,17.04,46.1
4354,CHENRES07DEL02,37,4.8,13.081878,80.248519,13.161878,80.328519,Buffet ,motorcycle ,28.33,82,0,overcast clouds,,Very High,20.89,62.16666667
ACF5,SURRES03DEL01,27,4.8,21.186884,72.793616,21.226884,72.833616,Meal ,motorcycle ,24.94,73,0,mist,,Low,6.71,18.81666667
9BBA,SURRES16DEL03,31,4.5,21.160437,72.774209,21.250437,72.864209,Drinks ,scooter ,24.95,73,0,mist,,High,17.94,51
DA36,BHPRES03DEL02,38,4.8,23.214294,77.435361,23.344294,77.565361,Buffet ,scooter ,21.18,46,0,clear sky,,Very High,29.43,60.48333333
6C10,CHENRES19DEL02,35,3.8,12.986047,80.218114,13.066047,80.298114,Meal ,scooter ,28.43,81,0,mist,,High,20.42,42.58333333
70D9,COIMBRES07DEL02,23,4.9,10.96185,76.971082,11.09185,77.101082,Snack ,scooter ,26.08,73,0,haze,,Very High,27.37,53.31666667
2899,PUNERES16DEL03,37,4.8,18.536718,73.830327,18.566719,73.860327,Buffet ,scooter ,22.47,51,0,clear sky,,Low,7.5,22.35
E179,KOCRES11DEL01,28,4.1,10.006881,76.345397,10.016881,76.355397,Buffet ,motorcycle ,24.8,86,0,few clouds,,Very Low,2.89,12.86666667
DC75,LUDHRES15DEL01,37,5,30.899584,75.809346,30.969584,75.879346,Snack ,scooter ,23.1,40,0,clear sky,,High,21.83,39.26666667
37EF,COIMBRES09DEL01,33,4,11.008638,76.984311,11.118638,77.094311,Meal ,motorcycle ,26.1,73,0,haze,,High,22.51,40.7
5A52,CHENRES06DEL02,28,4.8,13.054347,80.257221,13.134347,80.337221,Buffet ,scooter ,28.36,82,0,overcast clouds,,Very High,16.93,58.05
599A,MYSRES11DEL02,24,4.8,12.323225,76.630028,12.453225,76.760028,Meal ,scooter ,19.8,68,0,clear sky,,High,25.94,39.43333333
DB1C,AGRRES19DEL02,31,4.5,0,0,0.02,0.02,Drinks ,motorcycle ,26.32,83,0.31,light rain,,N/A,N/A,#N/A
4218,HYDRES05DEL02,34,4.6,17.433809,78.386744,17.453809,78.406744,Snack ,motorcycle ,22.75,60,0,haze,,Low,4.71,23.73333333
280B,COIMBRES16DEL01,33,4.6,11.010375,76.95295,11.050375,76.99295,Snack ,scooter ,25.8,73,0,haze,,Low,8.02,25.63333333
74A2,MUMRES03DEL01,20,4.5,19.22384,72.841347,19.23384,72.851347,Drinks ,motorcycle ,27.95,57,0,smoke,,Very Low,2.23,23.4
9CAC,MUMRES13DEL01,23,4.7,19.178321,72.834715,19.188321,72.844715,Drinks ,scooter ,27.95,57,0,smoke,,Low,2.31,25.68333333
8148,HYDRES06DEL01,32,4.9,17.455894,78.375467,17.565894,78.485467,Buffet ,electric_scooter ,22.6,60,0,haze,,Very High,26.46,55.75
CF2F,DEHRES12DEL03,26,4.8,0,0,0.06,0.06,Drinks ,motorcycle ,26.35,82,0.29,light rain,,N/A,N/A,#N/A
5B0D,PUNERES18DEL02,31,4.7,18.593481,73.785901,18.613481,73.805901,Buffet ,motorcycle ,22.07,51,0,clear sky,,Low,3.62,14.21666667
68D5,INDORES11DEL02,35,4.8,22.751234,75.88949,22.771234,75.90949,Drinks ,motorcycle ,22.11,60,0,haze,,Low,4.18,22.48333333
B3AC,HYDRES15DEL02,37,4.8,17.45971,78.368855,17.50971,78.418855,Snack ,electric_scooter ,22.66,60,0,haze,,Moderate,11.24,34.48333333
2113,VADRES18DEL02,28,4.5,0,0,0.08,0.08,Buffet ,scooter ,26.37,82,0.27,light rain,,N/A,N/A,#N/A
DF5D,AGRRES12DEL02,24,5,27.165108,78.015053,27.245108,78.095053,Drinks ,motorcycle ,25.49,38,0,clear sky,,High,24.33,43.91666667
C743,DEHRES010DEL03,26,5,30.328174,78.049117,30.418174,78.139117,Buffet ,motorcycle ,11.87,83,0,clear sky,,Very High,19.11,64.18333333
B0F7,BANGRES11DEL01,39,5,12.934365,77.616155,12.974365,77.656155,Drinks ,motorcycle ,23.18,72,0,haze,,Moderate,10.93,35.3
B582,VADRES010DEL02,37,4.7,22.310329,73.169083,22.440329,73.299083,Meal ,motorcycle ,23.91,64,0,haze,,High,24.48,39.58333333
8A29,PUNERES04DEL03,22,4.8,18.51421,73.838429,18.57421,73.898429,Snack ,scooter ,22.45,50,0,clear sky,,Moderate,11.39,29.95
B29,PUNERES01DEL01,29,4.8,18.569156,73.774723,18.579156,73.784723,Drinks ,scooter ,22.04,52,0,clear sky,,Low,4.47,23.1
246B,SURRES06DEL02,25,4.7,21.185047,72.80859,21.315047,72.93859,Drinks ,scooter ,24.9,40,0,clear sky,,High,26.04,54.7
9ECE,VADRES12DEL03,22,4.6,0,0,0.03,0.03,Snack ,motorcycle ,26.33,83,0.3,light rain,,N/A,N/A,#N/A
77D9,VADRES13DEL02,30,4.5,22.310237,73.158921,22.330237,73.178921,Meal ,motorcycle ,23.99,64,0,haze,,Very Low,4.62,11.98333333
635C,PUNERES09DEL03,31,4.7,18.536562,73.896485,18.596562,73.956485,Drinks ,motorcycle ,22.55,49,0,clear sky,,High,15.37,44.31666667
39AE,BANGRES08DEL03,24,4.7,12.906229,77.596791,12.966229,77.656791,Buffet ,scooter ,23.18,72,0,haze,,High,12.96,35.71666667
629E,SURRES14DEL01,20,4.7,21.157729,72.768726,21.167729,72.778726,Snack ,scooter ,24.98,73,0,mist,,Very Low,2.41,15.7
4DA7,JAPRES01DEL02,36,4.2,26.90519,75.810753,27.03519,75.940753,Snack ,motorcycle ,23.93,32,0,clear sky,,Very High,29.49,52.45
DCA2,DEHRES15DEL01,36,4.2,0,0,0.07,0.07,Meal ,motorcycle ,26.36,82,0.28,light rain,,N/A,N/A,#N/A
8F28,INDORES04DEL03,22,4.7,22.753659,75.903365,22.813659,75.963365,Drinks ,motorcycle ,22.2,60,0,haze,,Moderate,14.3,38.21666667
517E,BANGRES04DEL01,36,4.8,12.98041,77.640489,13.02041,77.680489,Drinks ,electric_scooter ,22.65,73,0,haze,,Moderate,9.91,33.95
66C4,INDORES20DEL01,24,4.8,22.732225,75.874765,22.772225,75.914765,Drinks ,scooter ,22.11,60,0,haze,,Moderate,7.46,31.21666667
AA86,PUNERES11DEL02,39,4.8,18.533811,73.899315,18.553811,73.919315,Snack ,motorcycle ,22.54,50,0,clear sky,,Low,7.86,22.03333333
CDCA,DEHRES01DEL01,39,4.9,0,0,0.01,0.01,Meal ,scooter ,26.32,83,0.31,light rain,,N/A,N/A,#N/A
190C,CHENRES18DEL01,32,4.8,12.981615,80.231598,13.051615,80.301598,Drinks ,motorcycle ,28.47,81,0,mist,,High,14.76,46.58333333
53D3,SURRES11DEL01,26,4.8,21.157735,72.768778,21.227735,72.838778,Snack ,motorcycle ,24.94,73,0,mist,,Moderate,12.5,34.91666667
35B5,PUNERES09DEL01,25,5,18.536562,73.896485,18.546562,73.906485,Drinks ,motorcycle ,22.63,50,0,clear sky,,Very Low,2.41,18.26666667
D642,BHPRES03DEL01,38,4.9,23.214294,77.435361,23.254294,77.475361,Snack ,scooter ,21.54,44,0,clear sky,,Moderate,8.6,28.53333333
1763,RANCHIRES010DEL02,27,4.6,23.354422,85.3329,23.374422,85.3529,Meal ,scooter ,20.08,83,0,mist,,Low,3.46,14.35
D131,KOLRES04DEL01,33,4.2,22.538731,88.364878,22.578731,88.404878,Drinks ,motorcycle ,28.01,65,0,haze,,Low,9.62,28.58333333
2148,CHENRES04DEL01,28,4.6,13.02978,80.208812,13.13978,80.318812,Snack ,scooter ,28.35,82,0,overcast clouds,,Very High,28.07,74.5
D734,KOCRES05DEL01,27,5,9.970717,76.285447,9.980717,76.295447,Buffet ,scooter ,25.95,80,0,clear sky,,Very Low,2.88,11.8
D283,BHPRES010DEL02,23,4.7,23.266261,77.379605,23.316261,77.429605,Meal ,scooter ,22.09,43,0,clear sky,,High,14.64,31.13333333
3D38,COIMBRES12DEL01,26,4.9,11.000762,76.981876,11.040762,77.021876,Snack ,scooter ,25.84,73,0,haze,,Moderate,9.36,26.05
2123,PUNERES04DEL03,31,4.4,18.51421,73.838429,18.54421,73.868429,Meal ,motorcycle ,22.47,51,0,clear sky,,Low,6.36,18.55
974,MUMRES06DEL02,25,4.1,19.055831,72.833984,19.185831,72.963984,Snack ,scooter ,27.95,57,0,smoke,,Very High,27.95,60.7
909B,VADRES14DEL02,34,4.6,22.311603,73.165012,22.391603,73.245012,Drinks ,motorcycle ,23.99,64,0,haze,,High,15.98,41.01666667
2D2B,SURRES20DEL02,36,4.2,21.15276,72.778059,21.17276,72.798059,Meal ,motorcycle ,24.96,73,0,mist,,Low,3.84,14.56666667
5BE4,BANGRES15DEL02,29,4.7,12.975377,77.696664,13.105377,77.826664,Drinks ,scooter ,22.07,73,0,haze,,Very High,26.95,56.8
79A6,MYSRES01DEL01,22,4.8,12.311072,76.654878,12.321072,76.664878,Snack ,motorcycle ,19.82,68,0,clear sky,,Very Low,3.15,14.23333333
2EEC,RANCHIRES19DEL02,39,4.8,23.333017,85.3172,23.383017,85.3672,Buffet ,motorcycle ,20.05,83,0,mist,,Moderate,8.76,27.06666667
5027,MUMRES04DEL02,26,4.3,19.254567,72.848923,19.274567,72.868923,Meal ,motorcycle ,28.02,56,0,clear sky,,Low,5.35,18.43333333
4C31,RANCHIRES02DEL01,29,4.9,0,0,0.07,0.07,Snack ,scooter ,26.36,82,0.28,light rain,,N/A,N/A,#N/A
5FE9,VADRES12DEL02,21,4.7,0,0,0.05,0.05,Meal ,motorcycle ,26.35,82,0.29,light rain,,N/A,N/A,#N/A
D396,KOCRES15DEL03,33,4.7,10.027364,76.308258,10.087364,76.368258,Meal ,motorcycle ,24.44,88,0,scattered clouds,,Moderate,13.34,28.96666667
BAD 7.00,COIMBRES14DEL03,33,3.6,11.003681,76.975525,11.093681,77.065525,Buffet ,motorcycle ,26,73,0,haze,,High,16.82,36.95
191F,MUMRES16DEL01,24,5,19.120083,72.907385,19.130083,72.917385,Buffet ,motorcycle ,27.71,57,0,smoke,,Very Low,3.3,17.6
8C87,PUNERES07DEL03,29,4.9,18.546947,73.900626,18.636947,73.990626,Snack ,scooter ,22.96,49,0,clear sky,,Very High,18.49,54.68333333
10DF,SURRES02DEL02,27,4.9,21.186608,72.794136,21.236608,72.844136,Drinks ,scooter ,24.97,73,0,mist,,Low,8.4,30.61666667
DFD1,KNPRES20DEL01,21,4,26.47,80.35,26.58,80.46,Snack ,motorcycle ,25.21,43,0,clear sky,,High,22.84,45.91666667
8D33,PUNERES09DEL01,31,4.6,18.536562,73.896485,18.576562,73.936485,Buffet ,motorcycle ,22.49,50,0,clear sky,,Moderate,12.37,31.58333333
DB19,AGRRES04DEL02,29,4.7,27.195928,77.998092,27.325928,78.128092,Buffet ,scooter ,25.07,39,0,clear sky,,High,22.5,42.6
DD26,AURGRES18DEL01,30,4.2,19.888716,75.321461,19.998716,75.431461,Meal ,scooter ,20.89,60,0,haze,,Very High,26.62,56.06666667
8266,CHENRES09DEL02,26,4.5,13.044694,80.26147,13.094694,80.31147,Drinks ,motorcycle ,28.38,82,0,mist,,Very High,16.28,61.03333333
BAF0,MUMRES17DEL02,36,4.5,19.121999,72.908493,19.171999,72.958493,Buffet ,scooter ,27.96,57,0,smoke,,Moderate,12.11,32.85
50D7,MUMRES07DEL03,25,4.6,19.091458,72.827808,19.121458,72.857808,Buffet ,motorcycle ,27.86,57,0,smoke,,Moderate,7.52,32.76666667
BFBF,BHPRES11DEL02,29,5,23.233219,77.433571,23.363219,77.563571,Snack ,motorcycle ,21.39,45,0,clear sky,,Very High,30.86,64.05
C0B5,AURGRES17DEL02,26,4.8,-19.876994,75.372353,20.006994,75.502353,Drinks ,motorcycle ,21.06,60,0,haze,,N/A,N/A,#VALUE!
83DC,RANCHIRES06DEL02,33,4.9,23.357804,85.325146,23.407804,85.375146,Drinks ,motorcycle ,20.09,83,0,mist,,Moderate,10.79,38.91666667
B7E6,VADRES14DEL03,35,5,22.311603,73.165012,22.401603,73.255012,Buffet ,motorcycle ,23.95,64,0,haze,,Moderate,18.1,32.58333333
9610,CHENRES11DEL01,38,3.6,13.064181,80.236442,13.174181,80.346442,Drinks ,scooter ,28.34,82,0,overcast clouds,,Very High,27.07,76.1
50C5,MUMRES07DEL02,22,4.1,19.091458,72.827808,19.111458,72.847808,Buffet ,motorcycle ,27.93,57,0,smoke,,Low,5.54,25.88333333
CAE7,KOCRES17DEL03,25,4.7,9.959778,76.296106,10.019778,76.356106,Drinks ,motorcycle ,24.8,86,0,few clouds,,Moderate,12.76,38.91666667
A1A2,CHENRES05DEL02,34,4.8,13.058616,80.264151,13.078616,80.284151,Snack ,scooter ,28.34,81,0,mist,,Low,5.09,23.45
9F47,SURRES16DEL02,39,4.7,21.160437,72.774209,21.240437,72.854209,Snack ,scooter ,24.95,73,0,mist,,High,15.7,42.21666667
A2CD,MUMRES05DEL03,31,4.7,18.927584,72.832585,19.017584,72.922585,Snack ,electric_scooter ,27.84,57,0,smoke,,High,22.59,54.65
5B6C,BANGRES03DEL01,33,4.9,12.979166,77.640709,13.019166,77.680709,Snack ,scooter ,22.65,73,0,haze,,Moderate,10.26,28.96666667
1BDE,MYSRES08DEL02,25,4.6,12.297954,76.665169,12.427954,76.795169,Drinks ,scooter ,19.76,69,0,clear sky,,Very High,25.66,64.78333333
7CF7,CHENRES13DEL01,24,4.5,13.027018,80.254791,13.137018,80.364791,Drinks ,scooter ,28.38,82,0,overcast clouds,,Very High,22.66,75.13333333
959E,MYSRES03DEL03,36,4.9,12.299524,76.64262,12.359524,76.70262,Snack ,scooter ,20.28,68,0,clear sky,,High,12.51,41
614E,SURRES02DEL02,25,4.7,21.186608,72.794136,21.236608,72.844136,Meal ,motorcycle ,24.97,73,0,mist,,Low,8.4,21.61666667
B9C7,VADRES14DEL01,31,4,22.311603,73.165012,22.421603,73.275012,Drinks ,scooter ,23.92,64,0,haze,,High,20.24,45.83333333
B43C,INDORES05DEL02,31,4.7,22.727021,75.884167,22.747021,75.904167,Drinks ,scooter ,22.08,60,0,haze,,Low,4.04,25.3
9F49,PUNERES01DEL02,35,4.1,18.569156,73.774723,18.589156,73.794723,Drinks ,scooter ,22.04,52,0,clear sky,,Low,5.89,27.28333333
7705,JAPRES12DEL03,37,4.9,26.902908,75.792934,26.932908,75.822934,Drinks ,scooter ,23.68,46,0,haze,,Low,6.25,27.3
BB92,VADRES01DEL02,25,4.6,22.307898,73.167788,22.387898,73.247788,Snack ,motorcycle ,23.99,64,0,haze,,High,16.44,37.08333333
A3C3,RANCHIRES19DEL01,27,4.9,23.333017,85.3172,23.373017,85.3572,Meal ,motorcycle ,20.12,83,0,mist,,Low,7.15,21.05
BBDF,COIMBRES19DEL01,32,4.6,11.022298,76.998349,11.032298,77.008349,Meal ,motorcycle ,25.9,73,0,haze,,Very Low,2.95,11.31666667
1530,PUNERES18DEL01,37,4.9,18.593481,73.785901,18.663481,73.855901,Buffet ,motorcycle ,22.25,51,0,clear sky,,High,15.81,36.66666667
B92,CHENRES010DEL01,38,4.6,13.066762,80.251865,13.136762,80.321865,Snack ,scooter ,28.35,82,0,overcast clouds,,Very High,20.75,60.41666667
40B0,RANCHIRES09DEL01,23,4.8,23.351058,85.325731,23.391058,85.365731,Drinks ,scooter ,20.03,83,0,mist,,Low,7.15,30.48333333
44AF,SURRES19DEL01,38,4.3,21.149669,72.772629,21.159669,72.782629,Buffet ,motorcycle ,24.97,73,0,mist,,Very Low,3.13,15.05
15B8,MYSRES17DEL01,20,4.9,12.326356,76.619103,12.366356,76.659103,Meal ,scooter ,20.07,68,0,clear sky,,Moderate,9.8,22.38333333
4D34,BANGRES20DEL01,20,4.6,12.972161,77.596014,12.982161,77.606014,Meal ,scooter ,23.02,71,0,haze,,Low,2.31,16.48333333
5716,MUMRES17DEL02,31,4.6,19.121999,72.908493,19.251999,73.038493,Snack ,motorcycle ,27.99,51,0,clear sky,,Very High,25.72,55.35
2414,CHENRES15DEL02,33,4.5,13.026286,80.275235,13.046286,80.295235,Buffet ,motorcycle ,28.47,81,0,mist,,Very Low,3.19,13.25
930,VADRES02DEL02,29,4.6,0,0,0.13,0.13,Buffet ,scooter ,26.44,82,0.23,light rain,,N/A,N/A,#N/A
4986,MYSRES13DEL01,33,4.9,12.310972,76.659264,12.350972,76.699264,Drinks ,scooter ,20.06,68,0,clear sky,,Moderate,8.67,32.98333333
8631,RANCHIRES02DEL02,38,4.5,0,0,0.05,0.05,Snack ,motorcycle ,26.35,82,0.29,light rain,,N/A,N/A,#N/A
D466,GOARES04DEL03,39,4.4,15.5696,73.742294,15.6296,73.802294,Drinks ,scooter ,25.57,65,0,scattered clouds,,High,11.94,45.08333333
2BA7,BANGRES03DEL03,28,4,12.979166,77.640709,13.039166,77.700709,Meal ,motorcycle ,22.58,73,0,haze,,High,12.05,34
CFE4,AURGRES20DEL03,29,4.7,0,0,0.03,0.03,Snack ,motorcycle ,26.33,83,0.3,light rain,,N/A,N/A,#N/A
7338,CHENRES06DEL02,37,3.8,13.054347,80.257221,13.134347,80.337221,Buffet ,motorcycle ,28.36,82,0,overcast clouds,,Very High,16.93,57.95
A753,JAPRES01DEL03,23,4.8,26.90519,75.810753,26.99519,75.900753,Snack ,motorcycle ,23.95,31,0,clear sky,,High,19,49.01666667
5509,INDORES20DEL01,39,4.9,22.732225,75.874765,22.772225,75.914765,Snack ,motorcycle ,22.11,60,0,haze,,Moderate,7.46,26.16666667
C424,AURGRES08DEL01,35,4.9,19.876428,75.364792,19.986428,75.474792,Drinks ,scooter ,20.98,60,0,haze,,Very High,25.32,72.45
3F6E,JAPRES03DEL01,26,4.5,26.913483,75.803139,26.953483,75.843139,Drinks ,scooter ,23.77,46,0,haze,,Low,7.14,30.78333333
84F3,INDORES05DEL02,28,5,22.727021,75.884167,22.777021,75.934167,Snack ,scooter ,22.1,60,0,haze,,Moderate,10.8,29.56666667
3331,VADRES13DEL02,36,4.7,22.310237,73.158921,22.440237,73.288921,Meal ,motorcycle ,23.93,64,0,haze,,High,24.65,39.35
54ED,CHENRES03DEL02,27,4.7,13.091809,80.219104,13.171809,80.299104,Drinks ,electric_scooter ,28.27,82,0,overcast clouds,,High,21.29,52.93333333
A974,COIMBRES20DEL02,31,4.9,10.994136,76.963303,11.044136,77.013303,Drinks ,scooter ,25.82,73,0,haze,,Moderate,9.62,34
86F5,MUMRES08DEL02,35,4.5,19.065838,72.832658,19.115838,72.882658,Drinks ,motorcycle ,27.94,57,0,smoke,,High,11.86,50.63333333
C791,KNPRES14DEL02,39,4.6,26.463504,80.372929,26.543504,80.452929,Drinks ,motorcycle ,25.12,43,0,clear sky,,High,16.57,40.6
4.00E+02,CHENRES010DEL02,33,5,13.066762,80.251865,13.116762,80.301865,Snack ,electric_scooter ,28.31,82,0,overcast clouds,,High,14.76,41.35
3.00E+67,INDORES20DEL02,23,4.6,22.732225,75.874765,22.752225,75.894765,Snack ,scooter ,22.09,60,0,haze,,Very Low,3.45,15.95
C92,RANCHIRES11DEL02,25,3.1,23.359194,85.325447,23.439194,85.405447,Snack ,scooter ,20.12,83,0,mist,,High,14.97,38.46666667
6451,BANGRES16DEL02,37,4.7,13.029198,77.570997,13.049198,77.590997,Buffet ,motorcycle ,22.55,72,0,haze,,Low,7.08,21.3
9178,CHENRES16DEL03,28,4.6,13.049645,80.242268,13.139645,80.332268,Drinks ,motorcycle ,28.35,82,0,overcast clouds,,Very High,23.55,67.55
264D,SURRES11DEL01,27,4.9,21.157735,72.768778,21.197735,72.808778,Meal ,scooter ,24.95,73,0,mist,,Low,7.64,22.65
A275,SURRES02DEL02,39,4.8,21.186608,72.794136,21.236608,72.844136,Buffet ,motorcycle ,24.97,73,0,mist,,Low,8.4,23.61666667
146C,PUNERES11DEL01,38,4.9,18.533811,73.899315,18.573811,73.939315,Buffet ,motorcycle ,22.49,50,0,clear sky,,Moderate,8.29,26.73333333
457F,CHENRES01DEL01,29,4.3,13.005801,80.250744,13.015801,80.260744,Meal ,motorcycle ,28.53,81,0,mist,,Very Low,3.21,11.86666667
C552,GOARES09DEL01,35,4.6,15.303897,73.914336,15.373897,73.984336,Snack ,motorcycle ,23.04,72,0,broken clouds,,High,21.3,38.48333333
6542,HYDRES06DEL02,25,5,17.455894,78.375467,17.475894,78.395467,Buffet ,motorcycle ,22.74,60,0,haze,,Low,5.96,16.43333333
B81,JAPRES14DEL01,25,4.8,26.88842,75.800689,26.95842,75.870689,Meal ,motorcycle ,23.92,46,0,haze,,High,12.85,32.68333333
C892,BHPRES02DEL03,30,4.7,0,0,0.06,0.06,Snack ,scooter ,26.35,82,0.29,light rain,,N/A,N/A,#N/A
7C15,RANCHIRES02DEL01,35,4.8,0,0,0.11,0.11,Buffet ,motorcycle ,26.41,82,0.25,light rain,,N/A,N/A,#N/A
620,SURRES05DEL01,29,4.6,21.175104,72.804342,21.245104,72.874342,Meal ,motorcycle ,24.94,73,0,mist,,Moderate,14.73,33.96666667
C95B,BHPRES12DEL01,34,4.1,0,0,0.07,0.07,Buffet ,motorcycle ,26.36,82,0.28,light rain,,N/A,N/A,#N/A
8427,HYDRES010DEL02,33,5,17.428294,78.404423,17.508294,78.484423,Drinks ,motorcycle ,22.79,60,0,haze,,High,21.58,54.28333333
D819,BHPRES09DEL01,38,4.7,0,0,0.01,0.01,Drinks ,motorcycle ,26.32,83,0.31,light rain,,N/A,N/A,#N/A
611C,SURRES18DEL03,33,4.1,21.149834,72.778666,21.209834,72.838666,Meal ,motorcycle ,24.92,73,0,mist,,Moderate,12.49,29.06666667
4935,RANCHIRES13DEL02,37,4.7,23.374989,85.335486,23.394989,85.355486,Drinks ,scooter ,20.03,83,0,mist,,Low,4.97,26.96666667
2EBC,JAPRES16DEL02,21,4.7,26.849596,75.800512,26.899596,75.850512,Buffet ,electric_scooter ,23.4,46,0,haze,,Moderate,10.09,24.25
AEF2,JAPRES20DEL01,38,4.6,26.956431,75.776649,27.026431,75.846649,Meal ,scooter ,23.23,29,0,clear sky,,High,16.54,37.9
B507,CHENRES06DEL02,21,4.7,13.054347,80.257221,13.184347,80.387221,Drinks ,scooter ,28.36,77,0,overcast clouds,,Very High,28.29,75.88333333
6BD4,JAPRES07DEL01,31,4.2,26.766536,75.837333,26.836536,75.907333,Snack ,motorcycle ,24.18,46,0,haze,,High,15.66,36.15
BF85,AGRRES01DEL01,29,4.6,27.161661,78.011544,27.171661,78.021544,Buffet ,motorcycle ,25.38,38,0,clear sky,,Very Low,2.52,10.55
E05B,BHPRES01DEL02,29,4.8,23.211529,77.419399,23.291529,77.499399,Meal ,scooter ,21.32,45,0,clear sky,,High,21.25,41.3
85EF,HYDRES14DEL01,20,4.9,17.426228,78.407495,17.436228,78.417495,Snack ,motorcycle ,22.77,60,0,haze,,Very Low,2.93,14.96666667
A206,COIMBRES06DEL02,34,4.7,11.021278,76.995017,11.101278,77.075017,Meal ,scooter ,26.01,73,0,haze,,Moderate,15.45,31.46666667
C8F1,BHPRES010DEL01,20,4.9,23.266261,77.379605,23.376261,77.489605,Buffet ,motorcycle ,21.85,43,0,clear sky,,High,28.01,47.63333333
833A,HYDRES06DEL01,32,4.6,17.455894,78.375467,17.525894,78.445467,Meal ,motorcycle ,22.76,60,0,haze,,High,15.76,38.83333333
496E,CHENRES19DEL01,22,4.7,12.986047,80.218114,13.026047,80.258114,Snack ,electric_scooter ,28.46,81,0,mist,,Moderate,9.41,30.11666667
8757,CHENRES05DEL03,20,5,13.058616,80.264151,13.118616,80.324151,Snack ,motorcycle ,28.32,82,0,overcast clouds,,Very High,16.3,56.76666667
DCD4,BHPRES14DEL03,38,5,0,0,0.03,0.03,Drinks ,motorcycle ,26.33,83,0.3,light rain,,N/A,N/A,#N/A
7189,PUNERES18DEL03,24,4.8,18.593481,73.785901,18.653481,73.845901,Meal ,motorcycle ,22.25,51,0,clear sky,,Moderate,13.2,26.28333333
336E,RANCHIRES16DEL01,27,4.6,23.371292,85.327872,23.411292,85.367872,Drinks ,motorcycle ,20.11,83,0,mist,,Low,7.62,32.98333333
4688,RANCHIRES18DEL01,22,4.7,23.351489,85.324253,23.421489,85.394253,Buffet ,scooter ,20.27,83,0,mist,,High,12.95,43.56666667
BEE7,BANGRES19DEL03,28,4.1,12.914264,77.6784,12.944264,77.7084,Drinks ,motorcycle ,23.47,72,0,haze,,Moderate,10.36,37.03333333
